SECONDS,prefix_cache_block_hit_rate
1746680916.6134827,0.0
1746680916.6515992,0.0
1746680916.6894114,0.0
1746680916.7277596,0.0
1746680916.7666078,0.0
1746680916.8055527,0.0
1746680916.8447952,0.0
1746680916.884655,0.0
1746680916.9248323,0.0
1746680916.9652143,0.0
1746680917.005861,0.0
1746680917.0468745,0.0
1746680917.0882876,0.0
1746680917.1299298,0.0
1746680917.1839232,0.0
1746680917.2234902,0.0
1746680917.2637365,0.0
1746680917.3040257,0.0
1746680917.344719,0.0
1746680917.3857567,0.0
1746680917.4268303,0.0
1746680917.4681966,0.0
1746680917.5101056,0.0
1746680917.5522437,0.0
1746680917.5947082,0.0
1746680917.6376274,0.0
1746680917.662778,0.0
1746680917.6790605,0.0
1746680917.6952426,0.0
1746680917.711347,0.0
1746680917.7273428,0.0
1746680917.7434616,0.0
1746680917.7593782,0.0
1746680917.7753139,0.0
1746680917.7914164,0.0
1746680917.8077118,0.0
1746680917.823959,0.0
1746680917.8401365,0.0
1746680917.8562434,0.0
1746680917.872216,0.0
1746680917.8881872,0.0
1746680917.9041657,0.0
1746680917.920168,0.0
1746680917.9363582,0.0
1746680917.9669225,0.0
1746680918.018416,0.0
1746680918.0374193,0.0
1746680918.0522459,0.0
1746680918.0668309,0.0
1746680918.0814734,0.0
1746680918.0961776,0.0
1746680918.1111503,0.0
1746680918.1258423,0.0
1746680918.140563,0.0
1746680918.1552255,0.0
1746680918.169919,0.0
1746680918.184584,0.0
1746680918.1992133,0.0
1746680918.2138631,0.0
1746680918.2286208,0.0
1746680918.2432168,0.0
1746680918.2578654,0.0
1746680918.2726088,0.0
1746680918.2872038,0.0
1746680918.3017578,0.0
1746680918.3163443,0.0
1746680918.330946,0.0
1746680918.3455548,0.0
1746680918.3601027,0.0
1746680918.37468,0.0
1746680918.389314,0.0
1746680918.404017,0.0
1746680918.4187615,0.0
1746680918.433432,0.0
1746680918.4481893,0.0
1746680918.4629812,0.0
1746680918.4776905,0.0
1746680918.492372,0.0
1746680918.507018,0.0
1746680918.521668,0.0
1746680918.5362928,0.0
1746680918.550826,0.0
1746680918.5935202,0.0
1746680918.6096997,0.0
1746680918.624503,0.0
1746680918.6391656,0.0
1746680918.6538126,0.0
1746680918.6684406,0.0
1746680918.6838412,0.0
1746680918.6992157,0.0
1746680918.7140427,0.0
1746680918.7289083,0.0
1746680918.7438438,0.0
1746680918.758795,0.0
1746680918.7736845,0.0
1746680918.7886224,0.0
1746680918.8036077,0.0
1746680918.8185596,0.0
1746680918.8335028,0.0
1746680918.8486392,0.0
1746680918.8635302,0.0
1746680918.8784919,0.0
1746680918.893441,0.0
1746680918.9083405,0.0
1746680918.9233866,0.0
1746680918.9384537,0.0
1746680918.9534621,0.0
1746680918.9685223,0.0
1746680918.9835305,0.0
1746680918.9986632,0.0
1746680919.0137289,0.0
1746680919.0289073,0.0
1746680919.0443897,0.0
1746680919.0594618,0.0
1746680919.0745184,0.0
1746680919.0895848,0.0
1746680919.104576,0.0
1746680919.1196334,0.0
1746680919.1348505,0.0
1746680919.150492,0.0
1746680919.165746,0.0
1746680919.180577,0.0
1746680919.1953936,0.0
1746680919.2101936,0.0
1746680919.2251134,0.0
1746680919.2400951,0.0
1746680919.2550714,0.0
1746680919.270122,0.0
1746680919.2853985,0.0
1746680919.3007264,0.0
1746680919.3160686,0.0
1746680919.3315449,0.0
1746680919.346885,0.0
1746680919.362211,0.0
1746680919.3776248,0.0
1746680919.3929052,0.0
1746680919.4093306,0.0
1746680919.424923,0.0
1746680919.4402578,0.0
1746680919.455636,0.0
1746680919.4709704,0.0
1746680919.4862914,0.0
1746680919.5017118,0.0
1746680919.5170937,0.0
1746680919.5326838,0.0
1746680919.54821,0.0
1746680919.5636845,0.0
1746680919.6084833,0.0
1746680919.6482892,0.0
1746680919.6651456,0.0
1746680919.681004,0.0
1746680919.6967578,0.0
1746680919.712622,0.0
1746680919.728322,0.0
1746680919.744491,0.0
1746680919.760313,0.0
1746680919.7760255,0.0
1746680919.7917619,0.0
1746680919.8075006,0.0
1746680919.8232706,0.0
1746680919.8390062,0.0
1746680919.8548362,0.0
1746680919.8706257,0.0
1746680919.886572,0.0
1746680919.9023783,0.0
1746680919.9181862,0.0
1746680919.9339688,0.0
1746680919.9500377,0.0
1746680919.9659297,0.0
1746680919.9816916,0.0
1746680919.9974868,0.0
1746680920.013261,0.0
1746680920.0290174,0.0
1746680920.0450335,0.0
1746680920.0611553,0.0
1746680920.0768435,0.0
1746680920.0923514,0.0
1746680920.1078918,0.0
1746680920.1235387,0.0
1746680920.1392827,0.0
1746680920.154734,0.0
1746680920.1702628,0.0
1746680920.1857953,0.0
1746680920.20143,0.0
1746680920.21731,0.0
1746680920.2332788,0.0
1746680920.2487125,0.0
1746680920.2642345,0.0
1746680920.2797165,0.0
1746680920.2953763,0.0
1746680920.3108888,0.0
1746680920.326335,0.0
1746680920.3417158,0.0
1746680920.3572242,0.0
1746680920.3728004,0.0
1746680920.3885689,0.0
1746680920.404092,0.0
1746680920.4195852,0.0
1746680920.4350708,0.0
1746680920.450679,0.0
1746680920.4664025,0.0
1746680920.482026,0.0
1746680920.49743,0.0
1746680920.5127196,0.0
1746680920.5279925,0.0
1746680920.5434446,0.0
1746680920.5589843,0.0
1746680920.5744944,0.0
1746680920.5898604,0.0
1746680920.6052334,0.0
1746680920.6205893,0.0
1746680920.6362226,0.0
1746680920.6515841,0.0
1746680920.6670167,0.0
1746680920.682359,0.0
1746680920.6976955,0.0
1746680920.7131312,0.0
1746680920.7285342,0.0
1746680920.7439475,0.0
1746680920.7593749,0.0
1746680920.7746363,0.0
1746680920.7897186,0.0
1746680920.8048306,0.0
1746680920.8202066,0.0
1746680920.8358865,0.0
1746680920.8514197,0.0
1746680920.8667421,0.0
1746680920.8820946,0.0
1746680920.8972583,0.0
1746680920.9124544,0.0
1746680920.9275732,0.0
1746680920.9428034,0.0
1746680920.958024,0.0
1746680920.9731836,0.0
1746680920.9884083,0.0
1746680921.0268703,0.0
1746680921.042201,0.0
1746680921.0579019,0.0
1746680921.0729697,0.0
1746680921.0881014,0.0
1746680921.1030679,0.0
1746680921.1181245,0.0
1746680921.133152,0.0
1746680921.148317,0.0
1746680921.1632147,0.0
1746680921.17846,0.0
1746680921.1937494,0.0
1746680921.2089882,0.0
1746680921.224141,0.0
1746680921.2392156,0.0
1746680921.2542434,0.0
1746680921.2693033,0.0
1746680921.284281,0.0
1746680921.2994092,0.0
1746680921.314624,0.0
1746680921.3296945,0.0
1746680921.3447661,0.0
1746680921.3598304,0.0
1746680921.3947213,0.0
1746680921.4100904,0.0
1746680921.425079,0.0
1746680921.440153,0.0
1746680921.4552183,0.0
1746680921.470465,0.0
1746680921.4857354,0.0
1746680921.500956,0.0
1746680921.516323,0.0
1746680921.5316133,0.0
1746680921.5468369,0.0
1746680921.5620313,0.0
1746680921.5771017,0.0
1746680921.5921972,0.0
1746680921.6073482,0.0
1746680921.6512876,0.0
1746680921.6904671,0.0
1746680921.7505302,0.0
1746680921.7901177,0.0
1746680921.829802,0.0
1746680921.8702939,0.0
1746680921.9110594,0.0
1746680921.9522812,0.0
1746680921.9936564,0.0
1746680922.0352228,0.0
1746680922.0773325,0.0
1746680922.1197984,0.0
1746680922.162407,0.0
1746680922.2052422,0.0
1746680922.2483838,0.0
1746680922.2920218,0.0
1746680922.3360164,0.0
1746680922.3800433,0.0
1746680922.424448,0.0
1746680922.4691088,0.0
1746680922.5142643,0.0
1746680922.560372,0.0
1746680922.6061392,0.0
1746680922.652354,0.0
1746680922.6987321,0.0
1746680922.7455084,0.0
1746680922.7926462,0.0
1746680922.8401415,0.0
1746680922.887976,0.0
1746680922.9358828,0.0
1746680922.9841728,0.0
1746680923.0328376,0.0
1746680923.0817723,0.0
1746680923.1310017,0.0
1746680923.2536726,0.0
1746680923.3652892,0.0
1746680923.4153118,0.0
1746680923.465702,0.0
1746680923.5164912,0.0
1746680923.5677488,0.0
1746680923.6193333,0.0
1746680923.6711533,0.0
1746680923.7231588,0.0
1746680923.7752492,0.0
1746680923.8281708,0.0
1746680923.8811936,0.0
1746680923.9344711,0.0
1746680924.185024,0.0
1746680924.2281384,0.0
1746680924.2480278,0.0
1746680924.2659314,0.0
1746680924.2835746,0.0
1746680924.3012614,0.0
1746680924.3189347,0.0
1746680924.3366327,0.0
1746680924.3543136,0.0
1746680924.3719623,0.0
1746680924.3895252,0.0
1746680924.407388,0.0
1746680924.4251935,0.0
1746680924.442888,0.0
1746680924.4605367,0.0
1746680924.4783614,0.0
1746680924.4961383,0.0
1746680924.5139425,0.0
1746680924.531774,0.0
1746680924.5497608,0.0
1746680924.5675616,0.0
1746680924.585541,0.0
1746680924.6033146,0.0
1746680924.6211274,0.0
1746680924.638969,0.0
1746680924.656776,0.0
1746680924.6745942,0.0
1746680924.692421,0.0
1746680924.7101986,0.0
1746680924.7279088,0.0
1746680924.7457254,0.0
1746680924.7634296,0.0
1746680924.7812064,0.0
1746680924.799009,0.0
1746680924.8168044,0.0
1746680924.834683,0.0
1746680924.8527706,0.0
1746680924.870716,0.0
1746680924.8885171,0.0
1746680924.9064379,0.0
1746680924.924323,0.0
1746680924.9421399,0.0
1746680924.9598994,0.0
1746680924.977741,0.0
1746680924.9955175,0.0
1746680925.0133183,0.0
1746680925.1186872,0.0
1746680925.1613169,0.0
1746680925.2040093,0.0
1746680925.2470562,0.0
1746680925.290497,0.0
1746680925.3347511,0.0
1746680925.3787904,0.0
1746680925.4232447,0.0
1746680925.4680452,0.0
1746680925.5132246,0.0
1746680925.5588348,0.0
1746680925.604394,0.0
1746680925.6505008,0.0
1746680925.6968431,0.0
1746680925.743497,0.0
1746680925.7905672,0.0
1746680925.8377118,0.0
1746680925.884974,0.0
1746680925.9326952,0.0
1746680925.9806707,0.0
1746680926.0288603,0.0
1746680926.0774693,0.0
1746680926.1263585,0.0
1746680926.1759152,0.0
1746680926.3150055,0.0
1746680926.3665085,0.0
1746680926.4167967,0.0
1746680926.4672515,0.0
1746680926.5180182,0.0
1746680926.569116,0.0
1746680926.6205933,0.0
1746680926.6725218,0.0
1746680926.724621,0.0
1746680926.7771275,0.0
1746680926.829807,0.0
1746680926.8829916,0.0
1746680926.9365118,0.0
1746680926.9905064,0.0
1746680927.0446885,0.0
1746680927.0992055,0.0
1746680927.1540058,0.0
1746680927.2092853,0.0
1746680927.2648609,0.0
1746680927.3206422,0.0
1746680927.3768911,0.0
1746680927.433066,0.0
1746680927.490065,0.0
1746680927.547192,0.0
1746680927.604826,0.0
1746680927.6624515,0.0
1746680927.72007,0.0
1746680927.7783391,0.0
1746680927.836746,0.0
1746680927.8953378,0.0
1746680927.9547124,0.0
1746680928.0368538,0.0
1746680928.0945325,0.0
1746680928.1526275,0.0
1746680928.2109277,0.0
1746680928.2689695,0.0
1746680928.327287,0.0
1746680928.3864925,0.0
1746680928.4458797,0.0
1746680928.5056176,0.0
1746680928.5655556,0.0
1746680928.625855,0.0
1746680928.6865003,0.0
1746680928.747446,0.0
1746680928.8087854,0.0
1746680928.870381,0.0
1746680928.9324436,0.0
1746680928.9949052,0.0
1746680929.0573473,0.0
1746680929.1201096,0.0
1746680929.1831095,0.0
1746680929.2466779,0.0
1746680929.310597,0.0
1746680929.3750496,0.0
1746680929.4397209,0.0
1746680929.50469,0.0
1746680929.5699635,0.0
1746680929.6352322,0.0
1746680929.7009892,0.0
1746680929.7671297,0.0
1746680929.833543,0.0
1746680929.900714,0.0
1746680929.96753,0.0
1746680930.03463,0.0
1746680930.1024673,0.0
1746680930.1703112,0.0
1746680930.2385416,0.0
1746680930.3069472,0.0
1746680930.3756394,0.0
1746680930.4444683,0.0
1746680930.5139182,0.0
1746680930.5834987,0.0
1746680930.6534667,0.0
1746680930.7303846,0.0
1746680930.8089325,0.0
1746680930.8822224,0.0
1746680930.9582894,0.0
1746680931.0344868,0.0
1746680931.1143665,0.0
1746680931.1943398,0.0
1746680931.2711413,0.0
1746680931.347937,0.0
1746680931.423761,0.0
1746680931.5042217,0.0
1746680931.5810466,0.0
1746680931.66113,0.0
1746680931.7458901,0.0
1746680931.8269076,0.0
1746680931.90717,0.0
1746680931.9906044,0.0
1746680932.0706396,0.0
1746680932.1616468,0.0
1746680932.2396936,0.0
1746680932.3255713,0.0
1746680932.409576,0.0
1746680932.4905207,0.0
1746680932.576117,0.0
1746680932.662776,0.0
1746680932.751589,0.0
1746680932.8345253,0.0
1746680932.9189029,0.0
1746680933.00281,0.0
1746680933.0871012,0.0
1746680933.1825886,0.0
1746680933.2661812,0.0
1746680933.3557665,0.0
1746680933.4384425,0.0
1746680933.5264971,0.0
1746680933.6226265,0.0
1746680933.7126708,0.0
1746680933.8026962,0.0
1746680933.8897676,0.0
1746680933.9773586,0.0
1746680934.0620146,0.0
1746680934.1468441,0.0
1746680934.246023,0.0
1746680934.3347516,0.0
1746680934.4267993,0.0
1746680934.5161521,0.0
1746680934.6083467,0.0
1746680934.7019987,0.0
1746680934.792773,0.0
1746680934.8854024,0.0
1746680934.9800215,0.0
1746680935.067079,0.0
1746680935.158495,0.0
1746680935.2615871,0.0
1746680935.3501778,0.0
1746680935.4505897,0.0
1746680935.5503879,0.0
1746680935.6584659,0.0
1746680935.7558777,0.0
1746680935.8465683,0.0
1746680935.946474,0.0
1746680936.0436633,0.0
1746680936.1463675,0.0
1746680936.2450814,0.0
1746680936.3387587,0.0
1746680936.437342,0.0
1746680936.53026,0.0
1746680936.6298995,0.0
1746680936.7267492,0.0
1746680936.826243,0.0
1746680936.9122212,0.0
1746680936.9621537,0.0
1746680937.0113046,0.0
1746680937.0661888,0.0
1746680937.120009,0.0
1746680937.1781344,0.0
1746680937.2341938,0.0
1746680937.2929406,0.0
1746680937.346132,0.0
1746680937.4020615,0.0
1746680937.4612536,0.0
1746680937.522194,0.0
1746680937.5821579,0.0
1746680937.6421545,0.0
1746680937.6986735,0.0
1746680937.7580981,0.0
1746680937.8156164,0.0
1746680937.8741927,0.0
1746680937.9372785,0.0
1746680937.991734,0.0
1746680938.050326,0.0
1746680938.1068418,0.0
1746680938.169362,0.0
1746680938.2292697,0.0
1746680938.301363,0.0
1746680938.3662896,0.0
1746680938.426177,0.0
1746680938.4903657,0.0
1746680938.55838,0.0
1746680938.6193388,0.0
1746680938.6925607,0.0
1746680938.7499447,0.0
1746680938.8034093,0.0
1746680938.8619843,0.0
1746680938.92203,0.0
1746680938.9765356,0.0
1746680939.048842,0.0
1746680939.0903983,0.0
1746680939.1381645,0.0
1746680939.1861408,0.0
1746680939.2341197,0.0
1746680939.2892203,0.0
1746680939.3453326,0.0
1746680939.389907,0.0
1746680939.4453077,0.0
1746680939.4941857,0.0
1746680939.5462594,0.0
1746680939.6053855,0.0
1746680939.654116,0.0
1746680939.703961,0.0
1746680939.7581584,0.0
1746680939.8084445,0.0
1746680939.8702826,0.0
1746680939.925357,0.0
1746680939.981407,0.0
1746680940.0301692,0.0
1746680940.085468,0.0
1746680940.1382716,0.0
1746680940.190685,0.0
1746680940.2462003,0.0
1746680940.3022835,0.0
1746680940.3555646,0.0
1746680940.4078348,0.0
1746680940.4662597,0.0
1746680940.5283718,0.0
1746680940.5782292,0.0
1746680940.6336515,0.0
1746680940.6783843,0.0
1746680940.7302873,0.0
1746680940.7822187,0.0
1746680940.8413296,0.0
1746680940.8942688,0.0
1746680940.9441245,0.0
1746680940.9942315,0.0
1746680941.0446894,0.0
1746680941.0982144,0.0
1746680941.1543078,0.0
1746680941.206643,0.0
1746680941.262417,0.0
1746680941.338922,0.0
1746680941.3904397,0.0
1746680941.4454176,0.0
1746680941.4914465,0.0
1746680941.5423882,0.0
1746680941.5983133,0.0
1746680941.6498456,0.0
1746680941.7017436,0.0
1746680941.7636714,0.0
1746680941.8208785,0.0
1746680941.8781576,0.0
1746680941.9341853,0.0
1746680941.9902387,0.0
1746680942.046211,0.0
1746680942.1021466,0.0
1746680942.1581848,0.0
1746680942.2222133,0.0
1746680942.2862632,0.0
1746680942.3422844,0.0
1746680942.4093785,0.0
1746680942.4669325,0.0
1746680942.5214076,0.0
1746680942.5728612,0.0
1746680942.6342628,0.0
1746680942.6903186,0.0
1746680942.7463436,0.0
1746680942.806842,0.0
1746680942.8623722,0.0
1746680942.9252985,0.0
1746680942.9823427,0.0
1746680943.0453637,0.0
1746680943.0999324,0.0
1746680943.1623952,0.0
1746680943.2204618,0.0
1746680943.280788,0.0
1746680943.3410158,0.0
1746680943.417427,0.0
1746680943.4742916,0.0
1746680943.5342786,0.0
1746680943.5943344,0.0
1746680943.658429,0.0
1746680943.7148602,0.0
1746680943.7852652,0.0
1746680943.8502848,0.0
1746680944.4826832,0.0
1746680944.5534205,0.0
1746680944.6063008,0.0
1746680944.6623998,0.0
1746680944.7183988,0.0
1746680944.786953,0.0
1746680944.8423982,0.0
1746680944.897519,0.0
1746680944.9544418,0.0
1746680945.017604,0.0
1746680945.0703936,0.0
1746680945.126447,0.0
1746680945.1824262,0.0
1746680945.2384944,0.0
1746680945.2944956,0.0
1746680945.378655,0.0
1746680945.433585,0.0
1746680945.490449,0.0
1746680945.5428011,0.0
1746680945.595062,0.0
1746680945.6534295,0.0
1746680945.7105393,0.0
1746680945.7759807,0.0
1746680945.826453,0.0
1746680945.8865178,0.0
1746680945.938884,0.0
1746680945.9951074,0.0
1746680946.0518737,0.0
1746680946.1064203,0.0
1746680946.158518,0.0
1746680946.2144449,0.0
1746680946.2704618,0.0
1746680946.330482,0.0
1746680946.386397,0.0
1746680946.4495199,0.0
1746680946.5018804,0.0
1746680946.5625432,0.0
1746680946.6148574,0.0
1746680946.6705277,0.0
1746680946.7302985,0.0
1746680946.7972624,0.0
1746680946.8543224,0.0
1746680946.9174764,0.0
1746680946.978505,0.0
1746680947.042478,0.0
1746680947.1006844,0.0
1746680947.1825955,0.0
1746680947.2535086,0.0
1746680947.3185525,0.0
1746680947.3906388,0.0
1746680947.4625337,0.0
1746680947.5346606,0.0
1746680947.5949702,0.0
1746680947.65462,0.0
1746680947.7225106,0.0
1746680947.7860162,0.0
1746680947.883688,0.0
1746680947.9383435,0.0
1746680947.9902759,0.0
1746680948.0465686,0.0
1746680948.106959,0.0
1746680948.1592433,0.0
1746680948.2113914,0.0
1746680948.270962,0.0
