,cdf,Time to First Token
0,0.0,0.7505112817821505
1,0.01,0.7505112817821505
2,0.02,0.7505112817821505
3,0.03,0.7505112817821505
4,0.04,0.7505112817821505
5,0.05,0.7505112817821505
6,0.06,0.7505112817821505
7,0.07,0.7505112817821505
8,0.08,0.7505112817821505
9,0.09,0.7505112817821505
10,0.1,0.7505112817821505
11,0.11,0.7505112817821505
12,0.12,0.7505112817821505
13,0.13,0.7505112817821505
14,0.14,0.7505112817821505
15,0.15,0.7505112817821505
16,0.16,0.7505112817821505
17,0.17,0.7505112817821505
18,0.18,0.7505112817821505
19,0.19,0.7505112817821505
20,0.2,0.7505112817821505
21,0.21,0.7505112817821505
22,0.22,0.7505112817821505
23,0.23,0.7505112817821505
24,0.24,0.7505112817821505
25,0.25,0.7505112817821505
26,0.26,0.7505112817821505
27,0.27,0.7505112817821505
28,0.28,0.7505112817821505
29,0.29,0.7505112817821505
30,0.3,0.7505112817821505
31,0.31,0.7505112817821505
32,0.32,0.7505112817821505
33,0.33,0.7505112817821505
34,0.34,0.7505112817821505
35,0.35000000000000003,0.7505112817821505
36,0.36,0.7505112817821505
37,0.37,0.7505112817821505
38,0.38,0.7505112817821505
39,0.39,0.7505112817821505
40,0.4,0.7505112817821505
41,0.41000000000000003,0.7505112817821505
42,0.42,0.7505112817821505
43,0.43,0.7505112817821505
44,0.44,0.7505112817821505
45,0.45,0.7505112817821505
46,0.46,0.7505112817821505
47,0.47000000000000003,0.7505112817821505
48,0.48,0.7505112817821505
49,0.49,0.7505112817821505
50,0.5,0.7505112817821505
51,0.51,0.7505112817821505
52,0.52,0.7505112817821505
53,0.53,0.7505112817821505
54,0.54,0.7505112817821505
55,0.55,0.7505112817821505
56,0.56,0.7505112817821505
57,0.5700000000000001,0.7505112817821505
58,0.58,0.7505112817821505
59,0.59,0.7505112817821505
60,0.6,0.7505112817821505
61,0.61,0.7505112817821505
62,0.62,0.7505112817821505
63,0.63,0.7505112817821505
64,0.64,0.7505112817821505
65,0.65,0.7505112817821505
66,0.66,0.7505112817821505
67,0.67,0.7505112817821505
68,0.68,0.7505112817821505
69,0.6900000000000001,0.7505112817821505
70,0.7000000000000001,0.7505112817821505
71,0.71,0.7505112817821505
72,0.72,0.7505112817821505
73,0.73,0.7505112817821505
74,0.74,0.7505112817821505
75,0.75,0.7505112817821505
76,0.76,0.7505112817821505
77,0.77,0.7505112817821505
78,0.78,0.7505112817821505
79,0.79,0.7505112817821505
80,0.8,0.7505112817821505
81,0.81,0.7505112817821505
82,0.8200000000000001,0.7505112817821505
83,0.8300000000000001,0.7505112817821505
84,0.84,0.7505112817821505
85,0.85,0.7505112817821505
86,0.86,0.7505112817821505
87,0.87,0.7505112817821505
88,0.88,0.7505112817821505
89,0.89,0.7505112817821505
90,0.9,0.7505112817821505
91,0.91,0.7505112817821505
92,0.92,0.7505112817821505
93,0.93,0.7505112817821505
94,0.9400000000000001,0.7505112817821505
95,0.9500000000000001,0.7505112817821505
96,0.96,0.7505112817821505
97,0.97,0.7505112817821505
98,0.98,0.7505112817821505
99,0.99,0.7505112817821505
100,1.0,0.7505112817821505
