batch_num_decode_tokens,cdf
0.0,5.2728710783021356e-05
0.0,0.00010545742156604271
0.0,0.00015818613234906407
0.0,0.00021091484313208542
0.0,0.0002636435539151068
0.0,0.00031637226469812815
0.0,0.0003691009754811495
0.0,0.00042182968626417085
0.0,0.0004745583970471922
0.0,0.0005272871078302136
0.0,0.000580015818613235
0.0,0.0006327445293962563
0.0,0.0006854732401792776
0.0,0.000738201950962299
0.0,0.0007909306617453203
0.0,0.0008436593725283417
0.0,0.000896388083311363
1.0,0.0009491167940943844
1.0,0.0010018455048774058
1.0,0.0010545742156604272
1.0,0.0011073029264434485
1.0,0.00116003163722647
1.0,0.0012127603480094912
1.0,0.0012654890587925126
1.0,0.001318217769575534
1.0,0.0013709464803585553
1.0,0.0014236751911415766
1.0,0.001476403901924598
2.0,0.0015291326127076193
2.0,0.0015818613234906407
2.0,0.001634590034273662
2.0,0.0016873187450566834
2.0,0.0017400474558397047
2.0,0.001792776166622726
2.0,0.0018455048774057474
2.0,0.0018982335881887688
2.0,0.0019509622989717901
2.0,0.0020036910097548117
2.0,0.002056419720537833
2.0,0.0021091484313208544
2.0,0.0021618771421038755
2.0,0.002214605852886897
2.0,0.0022673345636699182
2.0,0.00232006327445294
2.0,0.002372791985235961
2.0,0.0024255206960189825
2.0,0.0024782494068020036
2.0,0.002530978117585025
2.0,0.0025837068283680463
2.0,0.002636435539151068
2.0,0.002689164249934089
2.0,0.0027418929607171106
2.0,0.0027946216715001317
2.0,0.0028473503822831533
2.0,0.0029000790930661744
2.0,0.002952807803849196
2.0,0.003005536514632217
2.0,0.0030582652254152387
2.0,0.00311099393619826
2.0,0.0031637226469812814
2.0,0.0032164513577643025
2.0,0.003269180068547324
2.0,0.003321908779330345
2.0,0.0033746374901133668
2.0,0.003427366200896388
2.0,0.0034800949116794095
2.0,0.0035328236224624306
2.0,0.003585552333245452
2.0,0.0036382810440284733
2.0,0.003691009754811495
2.0,0.0037437384655945164
2.0,0.0037964671763775376
2.0,0.003849195887160559
2.0,0.0039019245979435803
2.0,0.003954653308726601
2.0,0.004007382019509623
2.0,0.0040601107302926445
2.0,0.004112839441075666
2.0,0.004165568151858687
2.0,0.004218296862641709
2.0,0.00427102557342473
2.0,0.004323754284207751
2.0,0.004376482994990772
2.0,0.004429211705773794
2.0,0.004481940416556815
2.0,0.0045346691273398364
2.0,0.004587397838122858
2.0,0.00464012654890588
2.0,0.004692855259688901
2.0,0.004745583970471922
2.0,0.004798312681254943
2.0,0.004851041392037965
2.0,0.004903770102820986
2.0,0.004956498813604007
2.0,0.005009227524387028
2.0,0.00506195623517005
2.0,0.0051146849459530715
2.0,0.005167413656736093
2.0,0.005220142367519114
2.0,0.005272871078302136
2.0,0.005325599789085157
2.0,0.005378328499868178
2.0,0.005431057210651199
2.0,0.005483785921434221
2.0,0.005536514632217242
2.0,0.005589243343000263
2.0,0.005641972053783285
2.0,0.0056947007645663066
2.0,0.005747429475349328
2.0,0.005800158186132349
2.0,0.005852886896915371
2.0,0.005905615607698392
2.0,0.005958344318481413
2.0,0.006011073029264434
2.0,0.006063801740047456
2.0,0.006116530450830477
2.0,0.0061692591616134985
2.0,0.00622198787239652
2.0,0.006274716583179542
2.0,0.006327445293962563
2.0,0.006380174004745584
2.0,0.006432902715528605
2.0,0.006485631426311627
2.0,0.006538360137094648
2.0,0.006591088847877669
2.0,0.00664381755866069
2.0,0.006696546269443712
2.0,0.0067492749802267335
2.0,0.006802003691009755
2.0,0.006854732401792776
2.0,0.006907461112575798
2.0,0.006960189823358819
2.0,0.00701291853414184
2.0,0.007065647244924861
2.0,0.007118375955707883
2.0,0.007171104666490904
2.0,0.0072238333772739255
2.0,0.007276562088056947
2.0,0.007329290798839969
2.0,0.00738201950962299
2.0,0.007434748220406011
2.0,0.007487476931189033
2.0,0.007540205641972054
2.0,0.007592934352755075
2.0,0.007645663063538096
2.0,0.007698391774321118
2.0,0.007751120485104139
2.0,0.0078038491958871605
2.0,0.007856577906670182
2.0,0.007909306617453203
2.0,0.007962035328236224
2.0,0.008014764039019247
2.0,0.008067492749802268
2.0,0.008120221460585289
2.0,0.00817295017136831
2.0,0.008225678882151331
2.0,0.008278407592934352
2.0,0.008331136303717374
2.0,0.008383865014500395
2.0,0.008436593725283418
2.0,0.008489322436066439
2.0,0.00854205114684946
2.0,0.008594779857632481
2.0,0.008647508568415502
2.0,0.008700237279198523
2.0,0.008752965989981544
2.0,0.008805694700764565
2.0,0.008858423411547588
2.0,0.00891115212233061
2.0,0.00896388083311363
2.0,0.009016609543896652
2.0,0.009069338254679673
2.0,0.009122066965462694
2.0,0.009174795676245715
2.0,0.009227524387028736
2.0,0.00928025309781176
2.0,0.00933298180859478
2.0,0.009385710519377801
2.0,0.009438439230160823
2.0,0.009491167940943844
2.0,0.009543896651726865
2.0,0.009596625362509886
2.0,0.009649354073292909
2.0,0.00970208278407593
2.0,0.009754811494858951
2.0,0.009807540205641972
2.0,0.009860268916424993
2.0,0.009912997627208014
2.0,0.009965726337991036
2.0,0.010018455048774057
2.0,0.01007118375955708
2.0,0.0101239124703401
2.0,0.010176641181123122
2.0,0.010229369891906143
2.0,0.010282098602689164
2.0,0.010334827313472185
2.0,0.010387556024255206
2.0,0.010440284735038228
2.0,0.01049301344582125
2.0,0.010545742156604272
2.0,0.010598470867387293
2.0,0.010651199578170314
2.0,0.010703928288953335
2.0,0.010756656999736356
2.0,0.010809385710519377
2.0,0.010862114421302398
2.0,0.010914843132085421
2.0,0.010967571842868442
2.0,0.011020300553651463
2.0,0.011073029264434485
2.0,0.011125757975217506
2.0,0.011178486686000527
2.0,0.011231215396783548
2.0,0.01128394410756657
2.0,0.011336672818349592
2.0,0.011389401529132613
2.0,0.011442130239915634
2.0,0.011494858950698655
2.0,0.011547587661481677
2.0,0.011600316372264698
2.0,0.011653045083047719
2.0,0.011705773793830742
2.0,0.011758502504613763
2.0,0.011811231215396784
2.0,0.011863959926179805
2.0,0.011916688636962826
2.0,0.011969417347745847
2.0,0.012022146058528868
2.0,0.01207487476931189
2.0,0.012127603480094912
2.0,0.012180332190877934
2.0,0.012233060901660955
2.0,0.012285789612443976
2.0,0.012338518323226997
2.0,0.012391247034010018
2.0,0.01244397574479304
2.0,0.01249670445557606
2.0,0.012549433166359083
2.0,0.012602161877142104
2.0,0.012654890587925125
2.0,0.012707619298708147
2.0,0.012760348009491168
2.0,0.012813076720274189
2.0,0.01286580543105721
2.0,0.012918534141840231
2.0,0.012971262852623254
2.0,0.013023991563406275
2.0,0.013076720274189296
2.0,0.013129448984972317
2.0,0.013182177695755339
2.0,0.01323490640653836
2.0,0.01328763511732138
2.0,0.013340363828104404
2.0,0.013393092538887425
2.0,0.013445821249670446
2.0,0.013498549960453467
2.0,0.013551278671236488
2.0,0.01360400738201951
2.0,0.01365673609280253
2.0,0.013709464803585552
2.0,0.013762193514368574
2.0,0.013814922225151596
2.0,0.013867650935934617
2.0,0.013920379646717638
2.0,0.013973108357500659
2.0,0.01402583706828368
2.0,0.014078565779066701
2.0,0.014131294489849722
2.0,0.014184023200632745
2.0,0.014236751911415766
2.0,0.014289480622198788
2.0,0.014342209332981809
2.0,0.01439493804376483
2.0,0.014447666754547851
2.0,0.014500395465330872
2.0,0.014553124176113893
2.0,0.014605852886896916
2.0,0.014658581597679937
2.0,0.014711310308462958
2.0,0.01476403901924598
2.0,0.014816767730029
2.0,0.014869496440812022
2.0,0.014922225151595043
2.0,0.014974953862378066
2.0,0.015027682573161087
2.0,0.015080411283944108
2.0,0.015133139994727129
2.0,0.01518586870551015
2.0,0.015238597416293171
2.0,0.015291326127076193
2.0,0.015344054837859214
2.0,0.015396783548642236
2.0,0.015449512259425258
2.0,0.015502240970208279
2.0,0.0155549696809913
2.0,0.015607698391774321
2.0,0.015660427102557342
2.0,0.015713155813340363
