,cdf,Time to First Token
0,0.0,0.7225269141045048
1,0.01,0.7225269141045048
2,0.02,0.7225269141045048
3,0.03,0.7225269141045048
4,0.04,0.7225269141045048
5,0.05,0.7225269141045048
6,0.06,0.7225269141045048
7,0.07,0.7225269141045048
8,0.08,0.7225269141045048
9,0.09,0.7225269141045048
10,0.1,0.7225269141045048
11,0.11,0.7225269141045048
12,0.12,0.7225269141045048
13,0.13,0.7225269141045048
14,0.14,0.7225269141045048
15,0.15,0.7225269141045048
16,0.16,0.7225269141045048
17,0.17,0.7225269141045048
18,0.18,0.7225269141045048
19,0.19,0.7225269141045048
20,0.2,0.7225269141045048
21,0.21,0.7225269141045048
22,0.22,0.7225269141045048
23,0.23,0.7225269141045048
24,0.24,0.7225269141045048
25,0.25,0.7225269141045048
26,0.26,0.7225269141045048
27,0.27,0.7225269141045048
28,0.28,0.7225269141045048
29,0.29,0.7225269141045048
30,0.3,0.7225269141045048
31,0.31,0.7225269141045048
32,0.32,0.7225269141045048
33,0.33,0.7225269141045048
34,0.34,0.7239734144330422
35,0.35000000000000003,0.7239734144330422
36,0.36,0.7239734144330422
37,0.37,0.7239734144330422
38,0.38,0.7239734144330422
39,0.39,0.7239734144330422
40,0.4,0.7239734144330422
41,0.41000000000000003,0.7239734144330422
42,0.42,0.7239734144330422
43,0.43,0.7239734144330422
44,0.44,0.7239734144330422
45,0.45,0.7239734144330422
46,0.46,0.7239734144330422
47,0.47000000000000003,0.7239734144330422
48,0.48,0.7239734144330422
49,0.49,0.7239734144330422
50,0.5,0.7239734144330422
51,0.51,0.7239734144330422
52,0.52,0.7239734144330422
53,0.53,0.7239734144330422
54,0.54,0.7239734144330422
55,0.55,0.7239734144330422
56,0.56,0.7239734144330422
57,0.5700000000000001,0.7239734144330422
58,0.58,0.7239734144330422
59,0.59,0.7239734144330422
60,0.6,0.7239734144330422
61,0.61,0.7239734144330422
62,0.62,0.7239734144330422
63,0.63,0.7239734144330422
64,0.64,0.7239734144330422
65,0.65,0.7239734144330422
66,0.66,0.7239734144330422
67,0.67,0.7254228106581334
68,0.68,0.7254228106581334
69,0.6900000000000001,0.7254228106581334
70,0.7000000000000001,0.7254228106581334
71,0.71,0.7254228106581334
72,0.72,0.7254228106581334
73,0.73,0.7254228106581334
74,0.74,0.7254228106581334
75,0.75,0.7254228106581334
76,0.76,0.7254228106581334
77,0.77,0.7254228106581334
78,0.78,0.7283303139999463
79,0.79,0.7283303139999463
80,0.8,0.7283303139999463
81,0.81,0.7283303139999463
82,0.8200000000000001,0.7283303139999463
83,0.8300000000000001,0.7283303139999463
84,0.84,0.7283303139999463
85,0.85,0.7283303139999463
86,0.86,0.7283303139999463
87,0.87,0.7283303139999463
88,0.88,0.7283303139999463
89,0.89,0.7312494706500897
90,0.9,0.7312494706500897
91,0.91,0.7312494706500897
92,0.92,0.7312494706500897
93,0.93,0.7312494706500897
94,0.9400000000000001,0.7312494706500897
95,0.9500000000000001,0.7312494706500897
96,0.96,0.7312494706500897
97,0.97,0.7312494706500897
98,0.98,0.7312494706500897
99,0.99,0.7312494706500897
100,1.0,0.7385986524723295
