batch_size,cdf
1.0,7.304601899196493e-05
1.0,0.00014609203798392987
1.0,0.0002191380569758948
1.0,0.00029218407596785974
1.0,0.0003652300949598247
1.0,0.0004382761139517896
1.0,0.0005113221329437546
1.0,0.0005843681519357195
1.0,0.0006574141709276845
1.0,0.0007304601899196494
1.0,0.0008035062089116143
1.0,0.0008765522279035792
1.0,0.0009495982468955442
1.0,0.0010226442658875091
1.0,0.001095690284879474
1.0,0.001168736303871439
1.0,0.0012417823228634038
1.0,0.001314828341855369
1.0,0.0013878743608473339
1.0,0.0014609203798392988
1.0,0.0015339663988312637
1.0,0.0016070124178232286
1.0,0.0016800584368151935
1.0,0.0017531044558071584
1.0,0.0018261504747991235
1.0,0.0018991964937910884
1.0,0.0019722425127830534
1.0,0.0020452885317750183
1.0,0.002118334550766983
1.0,0.002191380569758948
1.0,0.002264426588750913
1.0,0.002337472607742878
1.0,0.002410518626734843
1.0,0.0024835646457268077
1.0,0.002556610664718773
1.0,0.002629656683710738
1.0,0.002702702702702703
1.0,0.0027757487216946678
1.0,0.0028487947406866327
1.0,0.0029218407596785976
1.0,0.0029948867786705625
1.0,0.0030679327976625274
1.0,0.0031409788166544923
1.0,0.003214024835646457
1.0,0.003287070854638422
1.0,0.003360116873630387
1.0,0.003433162892622352
1.0,0.003506208911614317
1.0,0.003579254930606282
1.0,0.003652300949598247
1.0,0.003725346968590212
1.0,0.003798392987582177
1.0,0.003871439006574142
1.0,0.003944485025566107
1.0,0.004017531044558071
1.0,0.0040905770635500365
1.0,0.004163623082542002
1.0,0.004236669101533966
1.0,0.004309715120525932
1.0,0.004382761139517896
1.0,0.0044558071585098615
1.0,0.004528853177501826
1.0,0.004601899196493791
1.0,0.004674945215485756
1.0,0.004747991234477721
1.0,0.004821037253469686
1.0,0.004894083272461651
1.0,0.004967129291453615
1.0,0.005040175310445581
1.0,0.005113221329437546
1.0,0.0051862673484295106
1.0,0.005259313367421476
1.0,0.00533235938641344
1.0,0.005405405405405406
1.0,0.00547845142439737
1.0,0.0055514974433893355
1.0,0.0056245434623813
1.0,0.005697589481373265
1.0,0.00577063550036523
1.0,0.005843681519357195
1.0,0.00591672753834916
1.0,0.005989773557341125
1.0,0.006062819576333089
1.0,0.006135865595325055
1.0,0.00620891161431702
1.0,0.006281957633308985
1.0,0.00635500365230095
1.0,0.006428049671292914
1.0,0.00650109569028488
1.0,0.006574141709276844
1.0,0.0066471877282688096
1.0,0.006720233747260774
1.0,0.006793279766252739
1.0,0.006866325785244704
1.0,0.006939371804236669
1.0,0.007012417823228634
1.0,0.007085463842220599
1.0,0.007158509861212564
1.0,0.007231555880204529
1.0,0.007304601899196494
1.0,0.007377647918188459
1.0,0.007450693937180424
1.0,0.0075237399561723884
1.0,0.007596785975164354
1.0,0.007669831994156318
1.0,0.007742878013148284
1.0,0.007815924032140249
1.0,0.007888970051132213
1.0,0.007962016070124178
1.0,0.008035062089116142
1.0,0.008108108108108109
1.0,0.008181154127100073
1.0,0.008254200146092038
1.0,0.008327246165084004
1.0,0.008400292184075968
1.0,0.008473338203067933
1.0,0.008546384222059897
1.0,0.008619430241051863
1.0,0.008692476260043828
1.0,0.008765522279035792
1.0,0.008838568298027757
1.0,0.008911614317019723
1.0,0.008984660336011687
1.0,0.009057706355003652
1.0,0.009130752373995616
1.0,0.009203798392987583
1.0,0.009276844411979547
1.0,0.009349890430971512
1.0,0.009422936449963478
1.0,0.009495982468955442
1.0,0.009569028487947407
1.0,0.009642074506939371
1.0,0.009715120525931337
1.0,0.009788166544923302
1.0,0.009861212563915266
1.0,0.00993425858290723
1.0,0.010007304601899197
1.0,0.010080350620891161
1.0,0.010153396639883126
1.0,0.010226442658875092
1.0,0.010299488677867057
1.0,0.010372534696859021
1.0,0.010445580715850986
1.0,0.010518626734842952
1.0,0.010591672753834916
1.0,0.01066471877282688
1.0,0.010737764791818845
1.0,0.010810810810810811
1.0,0.010883856829802776
1.0,0.01095690284879474
1.0,0.011029948867786705
1.0,0.011102994886778671
1.0,0.011176040905770636
1.0,0.0112490869247626
1.0,0.011322132943754566
1.0,0.01139517896274653
1.0,0.011468224981738495
1.0,0.01154127100073046
1.0,0.011614317019722426
1.0,0.01168736303871439
1.0,0.011760409057706355
1.0,0.01183345507669832
1.0,0.011906501095690285
1.0,0.01197954711468225
1.0,0.012052593133674214
1.0,0.012125639152666179
1.0,0.012198685171658145
1.0,0.01227173119065011
1.0,0.012344777209642074
1.0,0.01241782322863404
1.0,0.012490869247626005
1.0,0.01256391526661797
1.0,0.012636961285609934
1.0,0.0127100073046019
1.0,0.012783053323593864
1.0,0.012856099342585829
1.0,0.012929145361577793
1.0,0.01300219138056976
1.0,0.013075237399561724
1.0,0.013148283418553688
1.0,0.013221329437545653
1.0,0.013294375456537619
1.0,0.013367421475529584
1.0,0.013440467494521548
1.0,0.013513513513513514
1.0,0.013586559532505479
1.0,0.013659605551497443
1.0,0.013732651570489408
1.0,0.013805697589481374
1.0,0.013878743608473338
1.0,0.013951789627465303
1.0,0.014024835646457267
1.0,0.014097881665449234
1.0,0.014170927684441198
1.0,0.014243973703433162
1.0,0.014317019722425129
1.0,0.014390065741417093
1.0,0.014463111760409058
1.0,0.014536157779401022
1.0,0.014609203798392988
1.0,0.014682249817384953
1.0,0.014755295836376917
1.0,0.014828341855368882
1.0,0.014901387874360848
1.0,0.014974433893352812
1.0,0.015047479912344777
1.0,0.015120525931336741
1.0,0.015193571950328708
1.0,0.015266617969320672
1.0,0.015339663988312637
1.0,0.015412710007304603
1.0,0.015485756026296567
1.0,0.015558802045288532
1.0,0.015631848064280498
1.0,0.015704894083272462
1.0,0.015777940102264427
1.0,0.01585098612125639
1.0,0.015924032140248356
1.0,0.01599707815924032
1.0,0.016070124178232285
1.0,0.016143170197224253
1.0,0.016216216216216217
1.0,0.01628926223520818
1.0,0.016362308254200146
1.0,0.01643535427319211
1.0,0.016508400292184075
1.0,0.01658144631117604
1.0,0.016654492330168007
1.0,0.016727538349159972
1.0,0.016800584368151936
1.0,0.0168736303871439
1.0,0.016946676406135865
1.0,0.01701972242512783
1.0,0.017092768444119794
1.0,0.01716581446311176
1.0,0.017238860482103727
1.0,0.01731190650109569
1.0,0.017384952520087656
1.0,0.01745799853907962
1.0,0.017531044558071585
1.0,0.01760409057706355
1.0,0.017677136596055514
1.0,0.01775018261504748
1.0,0.017823228634039446
1.0,0.01789627465303141
1.0,0.017969320672023375
1.0,0.01804236669101534
1.0,0.018115412710007304
1.0,0.01818845872899927
1.0,0.018261504747991233
1.0,0.0183345507669832
1.0,0.018407596785975165
1.0,0.01848064280496713
1.0,0.018553688823959094
1.0,0.01862673484295106
1.0,0.018699780861943023
1.0,0.018772826880934988
1.0,0.018845872899926955
1.0,0.01891891891891892
1.0,0.018991964937910884
1.0,0.01906501095690285
1.0,0.019138056975894813
1.0,0.019211102994886778
1.0,0.019284149013878742
1.0,0.01935719503287071
1.0,0.019430241051862675
1.0,0.01950328707085464
1.0,0.019576333089846604
1.0,0.019649379108838568
1.0,0.019722425127830533
1.0,0.019795471146822497
1.0,0.01986851716581446
1.0,0.01994156318480643
1.0,0.020014609203798394
1.0,0.02008765522279036
1.0,0.020160701241782323
1.0,0.020233747260774287
1.0,0.020306793279766252
1.0,0.020379839298758216
1.0,0.020452885317750184
1.0,0.02052593133674215
1.0,0.020598977355734113
1.0,0.020672023374726078
1.0,0.020745069393718042
1.0,0.020818115412710007
1.0,0.02089116143170197
1.0,0.020964207450693936
1.0,0.021037253469685904
1.0,0.021110299488677868
1.0,0.021183345507669833
1.0,0.021256391526661797
1.0,0.02132943754565376
1.0,0.021402483564645726
1.0,0.02147552958363769
1.0,0.02154857560262966
1.0,0.021621621621621623
1.0,0.021694667640613587
1.0,0.021767713659605552
1.0,0.021840759678597516
1.0,0.02191380569758948
1.0,0.021986851716581445
1.0,0.02205989773557341
1.0,0.022132943754565378
1.0,0.022205989773557342
1.0,0.022279035792549307
1.0,0.02235208181154127
1.0,0.022425127830533235
1.0,0.0224981738495252
1.0,0.022571219868517164
1.0,0.022644265887509132
1.0,0.022717311906501097
1.0,0.02279035792549306
1.0,0.022863403944485026
1.0,0.02293644996347699
1.0,0.023009495982468955
1.0,0.02308254200146092
1.0,0.023155588020452884
1.0,0.02322863403944485
1.0,0.023301680058436816
1.0,0.02337472607742878
1.0,0.023447772096420745
2.0,0.02352081811541271
2.0,0.023593864134404674
2.0,0.02366691015339664
2.0,0.023739956172388606
2.0,0.02381300219138057
2.0,0.023886048210372535
2.0,0.0239590942293645
2.0,0.024032140248356464
2.0,0.02410518626734843
2.0,0.024178232286340393
2.0,0.024251278305332358
2.0,0.024324324324324326
2.0,0.02439737034331629
2.0,0.024470416362308255
2.0,0.02454346238130022
2.0,0.024616508400292184
2.0,0.024689554419284148
2.0,0.024762600438276113
2.0,0.02483564645726808
2.0,0.024908692476260045
2.0,0.02498173849525201
2.0,0.025054784514243974
2.0,0.02512783053323594
2.0,0.025200876552227903
2.0,0.025273922571219867
2.0,0.025346968590211832
2.0,0.0254200146092038
2.0,0.025493060628195764
2.0,0.02556610664718773
2.0,0.025639152666179693
2.0,0.025712198685171658
2.0,0.025785244704163622
2.0,0.025858290723155587
2.0,0.025931336742147554
2.0,0.02600438276113952
2.0,0.026077428780131483
2.0,0.026150474799123448
2.0,0.026223520818115412
2.0,0.026296566837107377
2.0,0.02636961285609934
2.0,0.026442658875091306
2.0,0.026515704894083274
2.0,0.026588750913075238
2.0,0.026661796932067203
2.0,0.026734842951059167
2.0,0.02680788897005113
2.0,0.026880934989043096
2.0,0.02695398100803506
2.0,0.02702702702702703
2.0,0.027100073046018993
2.0,0.027173119065010957
