batch_num_prefill_tokens,cdf
0.0,9.094216078574027e-05
0.0,0.00018188432157148054
0.0,0.0002728264823572208
0.0,0.0003637686431429611
0.0,0.0004547108039287013
0.0,0.0005456529647144416
0.0,0.0006365951255001819
0.0,0.0007275372862859222
0.0,0.0008184794470716625
0.0,0.0009094216078574026
0.0,0.001000363768643143
0.0,0.0010913059294288831
0.0,0.0011822480902146234
0.0,0.0012731902510003637
0.0,0.001364132411786104
0.0,0.0014550745725718443
0.0,0.0015460167333575846
0.0,0.001636958894143325
0.0,0.0017279010549290652
0.0,0.0018188432157148053
0.0,0.0019097853765005456
0.0,0.002000727537286286
0.0,0.0020916696980720264
0.0,0.0021826118588577663
0.0,0.0022735540196435066
0.0,0.002364496180429247
0.0,0.002455438341214987
0.0,0.0025463805020007274
0.0,0.0026373226627864677
0.0,0.002728264823572208
0.0,0.0028192069843579483
0.0,0.0029101491451436886
0.0,0.003001091305929429
0.0,0.0030920334667151692
0.0,0.0031829756275009095
0.0,0.00327391778828665
0.0,0.00336485994907239
0.0,0.0034558021098581304
0.0,0.0035467442706438707
0.0,0.0036376864314296106
0.0,0.003728628592215351
0.0,0.003819570753001091
0.0,0.0039105129137868315
0.0,0.004001455074572572
0.0,0.004092397235358312
0.0,0.004183339396144053
0.0,0.004274281556929793
0.0,0.0043652237177155325
0.0,0.004456165878501273
0.0,0.004547108039287013
0.0,0.004638050200072754
0.0,0.004728992360858494
0.0,0.004819934521644234
0.0,0.004910876682429974
0.0,0.005001818843215715
0.0,0.005092761004001455
0.0,0.005183703164787196
0.0,0.0052746453255729355
0.0,0.005365587486358676
0.0,0.005456529647144416
0.0,0.005547471807930157
0.0,0.005638413968715897
0.0,0.0057293561295016365
0.0,0.005820298290287377
0.0,0.005911240451073117
0.0,0.006002182611858858
0.0,0.006093124772644598
0.0,0.0061840669334303384
0.0,0.006275009094216078
0.0,0.006365951255001819
0.0,0.006456893415787559
0.0,0.0065478355765733
0.0,0.0066387777373590395
0.0,0.00672971989814478
0.0,0.00682066205893052
0.0,0.006911604219716261
0.0,0.007002546380502001
0.0,0.007093488541287741
0.0,0.007184430702073481
0.0,0.007275372862859221
0.0,0.007366315023644962
0.0,0.007457257184430702
0.0,0.0075481993452164425
0.0,0.007639141506002182
0.0,0.007730083666787923
0.0,0.007821025827573663
0.0,0.007911967988359404
0.0,0.008002910149145144
0.0,0.008093852309930883
0.0,0.008184794470716624
0.0,0.008275736631502365
0.0,0.008366678792288106
0.0,0.008457620953073845
0.0,0.008548563113859585
0.0,0.008639505274645326
0.0,0.008730447435431065
0.0,0.008821389596216806
0.0,0.008912331757002546
0.0,0.009003273917788287
0.0,0.009094216078574026
0.0,0.009185158239359767
0.0,0.009276100400145508
0.0,0.009367042560931248
0.0,0.009457984721716987
0.0,0.009548926882502728
0.0,0.009639869043288469
0.0,0.00973081120407421
0.0,0.009821753364859949
0.0,0.00991269552564569
0.0,0.01000363768643143
0.0,0.010094579847217169
0.0,0.01018552200800291
0.0,0.01027646416878865
0.0,0.010367406329574391
0.0,0.01045834849036013
0.0,0.010549290651145871
0.0,0.010640232811931612
0.0,0.010731174972717352
0.0,0.010822117133503091
